+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                           ;
+-------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|switch6_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch6_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch5_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch5_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch5_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clk_12mhz_pll_slave_translator_avalon_universal_slave_0_agent_rdata_fifo                     ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clk_12mhz_pll_slave_translator_avalon_universal_slave_0_agent_rsp_fifo                       ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clk_12mhz_pll_slave_translator_avalon_universal_slave_0_agent|uncompressor                   ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clk_12mhz_pll_slave_translator_avalon_universal_slave_0_agent                                ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightsenddata_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                          ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightsenddata_s1_translator_avalon_universal_slave_0_agent|uncompressor                      ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightsenddata_s1_translator_avalon_universal_slave_0_agent                                   ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftsenddata_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                           ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftsenddata_s1_translator_avalon_universal_slave_0_agent|uncompressor                       ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftsenddata_s1_translator_avalon_universal_slave_0_agent                                    ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightready_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                             ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightready_s1_translator_avalon_universal_slave_0_agent|uncompressor                         ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightready_s1_translator_avalon_universal_slave_0_agent                                      ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftready_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                              ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftready_s1_translator_avalon_universal_slave_0_agent|uncompressor                          ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftready_s1_translator_avalon_universal_slave_0_agent                                       ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightdata_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                              ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightdata_s1_translator_avalon_universal_slave_0_agent|uncompressor                          ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightdata_s1_translator_avalon_universal_slave_0_agent                                       ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftdata_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                               ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftdata_s1_translator_avalon_universal_slave_0_agent|uncompressor                           ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftdata_s1_translator_avalon_universal_slave_0_agent                                        ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_0_pll_slave_translator_avalon_universal_slave_0_agent_rdata_fifo                      ; 79    ; 41             ; 0            ; 41             ; 36     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_0_pll_slave_translator_avalon_universal_slave_0_agent_rsp_fifo                        ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_0_pll_slave_translator_avalon_universal_slave_0_agent|uncompressor                    ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_0_pll_slave_translator_avalon_universal_slave_0_agent                                 ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch4_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch4_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch4_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch3_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch3_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch3_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch2_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch2_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch2_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch1_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch1_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch1_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key3_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key3_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key3_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key2_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key2_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key2_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key1_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key1_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key1_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcin_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                  ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcin_s1_translator_avalon_universal_slave_0_agent|uncompressor                              ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcin_s1_translator_avalon_universal_slave_0_agent                                           ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_out_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                               ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_out_s1_translator_avalon_universal_slave_0_agent|uncompressor                           ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_out_s1_translator_avalon_universal_slave_0_agent                                        ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|dout_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|dout_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|dout_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcout_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                 ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcout_s1_translator_avalon_universal_slave_0_agent|uncompressor                             ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcout_s1_translator_avalon_universal_slave_0_agent                                          ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_in_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_in_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_in_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|din_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                    ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|din_s1_translator_avalon_universal_slave_0_agent|uncompressor                                ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|din_s1_translator_avalon_universal_slave_0_agent                                             ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sdin_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sdin_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sdin_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sclk_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sclk_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sclk_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|cs_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                     ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|cs_s1_translator_avalon_universal_slave_0_agent|uncompressor                                 ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|cs_s1_translator_avalon_universal_slave_0_agent                                              ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|adc_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                    ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|adc_s1_translator_avalon_universal_slave_0_agent|uncompressor                                ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|adc_s1_translator_avalon_universal_slave_0_agent                                             ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key0_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key0_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch0_s1_translator_avalon_universal_slave_0_agent|uncompressor                            ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch0_s1_translator_avalon_universal_slave_0_agent                                         ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|led_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                    ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|led_s1_translator_avalon_universal_slave_0_agent|uncompressor                                ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|led_s1_translator_avalon_universal_slave_0_agent                                             ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sysid_qsys_control_slave_translator_avalon_universal_slave_0_agent_rsp_fifo                  ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sysid_qsys_control_slave_translator_avalon_universal_slave_0_agent|uncompressor              ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sysid_qsys_control_slave_translator_avalon_universal_slave_0_agent                           ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart_avalon_jtag_slave_translator_avalon_universal_slave_0_agent_rsp_fifo               ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart_avalon_jtag_slave_translator_avalon_universal_slave_0_agent|uncompressor           ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|jtag_uart_avalon_jtag_slave_translator_avalon_universal_slave_0_agent                        ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|uart_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                   ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|uart_s1_translator_avalon_universal_slave_0_agent|uncompressor                               ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|uart_s1_translator_avalon_universal_slave_0_agent                                            ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_memory2_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                         ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_memory2_s1_translator_avalon_universal_slave_0_agent|uncompressor                     ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|onchip_memory2_s1_translator_avalon_universal_slave_0_agent                                  ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_qsys_jtag_debug_module_translator_avalon_universal_slave_0_agent_rsp_fifo              ; 145   ; 39             ; 0            ; 39             ; 104    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_qsys_jtag_debug_module_translator_avalon_universal_slave_0_agent|uncompressor          ; 36    ; 1              ; 0            ; 1              ; 34     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_qsys_jtag_debug_module_translator_avalon_universal_slave_0_agent                       ; 319   ; 39             ; 74           ; 39             ; 306    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_qsys_data_master_translator_avalon_universal_master_0_agent                            ; 206   ; 41             ; 107          ; 41             ; 137    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|nios2_qsys_instruction_master_translator_avalon_universal_master_0_agent                     ; 206   ; 41             ; 107          ; 41             ; 137    ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch8_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch7_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch6_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch5_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|clk_12mhz_pll_slave_translator                                                               ; 104   ; 7              ; 18           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightsenddata_s1_translator                                                                  ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftsenddata_s1_translator                                                                   ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightready_s1_translator                                                                     ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftready_s1_translator                                                                      ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|rightdata_s1_translator                                                                      ; 104   ; 7              ; 21           ; 7              ; 36     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|leftdata_s1_translator                                                                       ; 104   ; 7              ; 21           ; 7              ; 36     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|altpll_0_pll_slave_translator                                                                ; 104   ; 7              ; 18           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch4_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch3_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch2_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|switch1_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key3_s1_translator                                                                           ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key2_s1_translator                                                                           ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|key1_s1_translator                                                                           ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcin_s1_translator                                                                          ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_out_s1_translator                                                                       ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|dout_s1_translator                                                                           ; 104   ; 7              ; 21           ; 7              ; 36     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|lrcout_s1_translator                                                                         ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|bclk_in_s1_translator                                                                        ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|din_s1_translator                                                                            ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sdin_s1_translator                                                                           ; 104   ; 7              ; 21           ; 7              ; 70     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
